id,name,owner,watchers,created_at,updated_at,size,stars,open_issues_count,language,forks,description,topics,topic
528313152,homepage+gethomepage,gethomepage,19716,2022-08-24T07:29:42Z,2024-11-20T08:50:13Z,48141,19716,1,JavaScript,1178,A highly customizable homepage (or startpage / application dashboard) with Docker and service API integrations.,"['docker', 'homepage', 'nextjs', 'node', 'react', 'self-hosted', 'startpage']",Dashboard
29247444,blessed-contrib+yaronn,yaronn,15498,2015-01-14T14:18:07Z,2024-11-19T10:24:11Z,5490,15498,96,JavaScript,840,Build terminal dashboards using ascii/ansi art and javascript,[],Dashboard
65678789,webpack-dashboard+FormidableLabs,FormidableLabs,13865,2016-08-14T17:44:33Z,2024-11-20T05:17:44Z,2109,13865,39,JavaScript,363,A CLI dashboard for webpack dev server,"['cli', 'cli-dashboard', 'dashboard', 'devtools', 'dx', 'socket-communication', 'webpack', 'webpack-dashboard']",Dashboard
117360777,d2-admin+d2-projects,d2-projects,12595,2018-01-13T16:51:52Z,2024-11-18T10:11:35Z,22711,12595,23,JavaScript,2457,An elegant dashboard,[],Dashboard
13622189,linux-dash+tariqbuilds,tariqbuilds,10428,2013-10-16T14:58:47Z,2024-11-20T03:13:01Z,4694,10428,44,JavaScript,1204,A beautiful web dashboard for Linux,"['dashboard', 'linux', 'linux-dash', 'monitoring', 'server', 'ui', 'web']",Dashboard
99822164,gtop+aksakalli,aksakalli,9732,2017-08-09T15:12:28Z,2024-11-20T06:40:57Z,444,9732,40,JavaScript,326,System monitoring dashboard for terminal,"['command-line', 'monitoring', 'nodejs', 'system-monitoring', 'top', 'tui']",Dashboard
50334710,antd-admin+zuiidea,zuiidea,9636,2016-01-25T07:46:15Z,2024-11-20T01:43:22Z,25261,9636,35,JavaScript,2521,An excellent front-end solution for enterprise applications built upon Ant Design and UmiJS,"['admin', 'antd', 'dashboard', 'mock', 'react']",Dashboard
209381919,roughViz+jwilber,jwilber,6733,2019-09-18T18:52:35Z,2024-11-17T11:22:44Z,3572,6733,12,JavaScript,227,Reusable JavaScript library for creating sketchy/hand-drawn styled charts in the browser.,"['charting-library', 'd3v5', 'dashboard', 'data-science', 'data-visualization', 'visualization']",Dashboard
11726302,freeboard+Freeboard,Freeboard,6453,2013-07-28T21:46:36Z,2024-11-20T03:49:58Z,3056,6453,167,JavaScript,1196,"A damn-sexy, open source real-time dashboard builder for IOT and other web mashups. A free open-source alternative to Geckoboard.",[],Dashboard
9852918,Ghost+TryGhost,TryGhost,47554,2013-05-04T11:09:13Z,2024-11-20T08:46:40Z,323469,47554,172,JavaScript,10376,"Independent technology for modern publishing, memberships, subscriptions and newsletters.","['blogging', 'cms', 'creator-economy', 'ghost', 'hacktoberfest', 'headless-cms', 'jamstack', 'javascript', 'journalism', 'nodejs', 'publishing', 'web-application']",CMS
29514104,decap-cms+decaporg,decaporg,17958,2015-01-20T05:47:47Z,2024-11-20T08:40:21Z,87904,17958,495,JavaScript,3046,A Git-based CMS for Static Site Generators,"['cms', 'content-management-system', 'decap-cms', 'git-based-cms', 'headless-cms', 'jamstack', 'javascript', 'netlify-cms', 'npm-package', 'react', 'static', 'static-site', 'static-site-generator']",CMS
11116372,keystone-classic+keystonejs,keystonejs,14625,2013-07-02T05:01:55Z,2024-11-20T05:25:43Z,151918,14625,357,JavaScript,2212,Node.js CMS and web app framework,"['cms', 'javascript', 'keystonejs', 'nodejs']",CMS
41673581,relax+relax,relax,8166,2015-08-31T12:16:25Z,2024-11-20T05:26:16Z,7371,8166,80,JavaScript,570,"New generation CMS on top of React, Redux and GraphQL",[],CMS
13601190,cockpit+agentejo,agentejo,5401,2013-10-15T20:22:20Z,2024-11-17T11:37:25Z,23503,5401,298,JavaScript,523,Add content management functionality to any site - plug & play / headless / api-first CMS,"['api-rest', 'backend', 'cms', 'cms-framework', 'cockpit', 'hacktoberfest', 'headless', 'headless-cms', 'javascript', 'php', 'riotjs']",CMS
8100370,apostrophe+apostrophecms,apostrophecms,4363,2013-02-08T20:04:02Z,2024-11-19T15:05:39Z,38246,4363,123,JavaScript,591,"A full-featured, open-source content management framework built with Node.js that empowers organizations by combining in-context editing and headless architecture in a full-stack JS environment.","['apostrophe', 'cms', 'cms-framework', 'jamstack', 'javascript', 'node', 'node-js', 'nodejs', 'website-builder']",CMS
89448518,cms+siteserver,siteserver,3729,2017-04-26T06:56:34Z,2024-11-20T03:46:10Z,186048,3729,3140,JavaScript,1220,SS CMS 基于 .NET Core，能够以最低的成本、最少的人力投入在最短的时间内架设一个功能齐全、性能优异、规模庞大并易于维护的网站平台。,"['c-sharp', 'cms', 'content-management-system', 'dot-net', 'siteserver', 'siteserver-cms', 'ss-cms', 'sscms']",CMS
44502376,DoraCMS+doramart,doramart,3473,2015-10-19T00:23:38Z,2024-11-18T10:25:37Z,23200,3473,27,JavaScript,1023,DoraCMS是基于Nodejs+eggjs+mongodb编写的一套内容管理系统，结构简单，较目前一些开源的cms，doracms易于拓展，特别适合前端开发工程师做二次开发。,"['cms', 'doracms', 'eggjs', 'element-ui', 'mit-license', 'mongodb', 'nodejs', 'ssr', 'vue', 'vuejs']",CMS
266677657,microfeed+microfeed,microfeed,3459,2020-05-25T03:50:26Z,2024-11-20T04:27:23Z,891,3459,31,JavaScript,1088,"a lightweight cms self-hosted on cloudflare, for podcasts, blogs, photos, videos, documents, and curated urls.","['cloudflare', 'cloudflare-d1', 'cloudflare-pages', 'cloudflare-r2', 'cloudflare-zero-trust', 'cms', 'podcast-host', 'serverless']",CMS
13175334,mdwiki+Dynalon,Dynalon,3126,2013-09-28T15:21:07Z,2024-11-09T04:28:49Z,1986,3126,115,JavaScript,776,CMS/Wiki system using Javascript for 100% client side single page application using Markdown.,[],CMS
12926963,reaction+reactioncommerce,reactioncommerce,12354,2013-09-18T15:30:36Z,2024-11-20T01:48:19Z,112678,12354,108,JavaScript,2175,"Mailchimp Open Commerce is an API-first, headless commerce platform built using Node.js, React, GraphQL. Deployed via Docker and Kubernetes. ","['cart', 'commerce', 'docker', 'e-commerce', 'ecommerce', 'ecommerce-platform', 'graphql', 'hacktoberfest', 'headless', 'javascript', 'marketplace', 'mongodb', 'reaction-action', 'reactioncommerce', 'shop', 'storefront']",E-commerce
304981340,idurar-erp-crm+idurar,idurar,6550,2020-10-17T22:38:36Z,2024-11-20T02:04:39Z,23141,6550,278,JavaScript,2012,Free Open Source ERP CRM Accounting Invoicing Software | Node Js React,"['accounting', 'accounting-software', 'crm', 'crm-platform', 'crm-system', 'e-commerce', 'ecommerce', 'erp', 'erp-application', 'erp-software', 'invoice', 'invoice-software', 'invoicing', 'invoicing-application', 'invoicing-software', 'mern-project', 'mern-stack', 'mongoose', 'open-source-crm', 'open-source-erp']",E-commerce
364854508,evershop+evershopcommerce,evershopcommerce,4481,2021-05-06T09:23:37Z,2024-11-20T05:19:28Z,27924,4481,101,JavaScript,1236,🛍️ NodeJS E-commerce Platform,"['cart', 'e-commerce', 'e-commerce-project', 'ecommerce', 'ecommerce-framework', 'ecommerce-platform', 'ecommerce-template', 'ecommerce-website', 'expressjs', 'postgresql', 'react', 'react-ecommerce', 'react-template', 'reactjs', 'shop', 'shopping', 'shopping-app', 'shopping-cart']",E-commerce
103015070,aimeos+aimeos,aimeos,4090,2017-09-10T08:36:51Z,2024-11-20T02:17:16Z,4064,4090,1,JavaScript,272,"Integrated online shop based on Laravel 11 and the Aimeos e-commerce framework for ultra-fast online shops, scalable marketplaces, complex B2B applications and #gigacommerce","['aimeos', 'b2b', 'cart', 'e-commerce', 'e-commerce-platform', 'ecommerce', 'ecommerce-platform', 'laravel', 'laravel-admin', 'performance', 'php', 'seo', 'seo-friendly', 'seo-optimization', 'shop', 'shopping-cart', 'vue', 'vuejs']",E-commerce
183395917,django-ecommerce+justdjango,justdjango,2084,2019-04-25T08:57:25Z,2024-11-20T07:52:28Z,2078,2084,43,JavaScript,1615,An e-commerce website built with Django,"['django', 'ecommerce']",E-commerce
311271459,project_e_commerce+adrianhajdin,adrianhajdin,1882,2020-11-09T08:29:24Z,2024-11-14T07:19:10Z,60,1882,62,JavaScript,504,"This is a code repository for the corresponding video tutorial. In this video, we're going to build a fully functional eCommerce application using commerce.js.","['commercejs', 'ecommerce', 'ecommerce-applications', 'javascript', 'reactjs']",E-commerce
195558780,Veniqa+Viveckh,Viveckh,1134,2019-07-06T16:10:25Z,2024-11-13T08:41:20Z,101699,1134,71,JavaScript,280,"MEVN Full Stack E-Commerce Solution. Built using MEVN Stack (Node.js, Express.js, Vue.js, MongoDB) with Developer Friendliness and Cloud Integrations in mind. Previously Powered the Veniqa New York Startup. 100% Customizable. For Demos and Documentation, Visit Official Website","['boilerplate-application', 'e-commerce', 'e-commerce-api', 'e-commerce-platform', 'ecommerce-application', 'ecommerce-framework', 'ecommerce-platform', 'ecommerce-shopping-solution', 'ecommerce-store', 'ecommerce-storefront', 'international-trade', 'inventory-management', 'mevn', 'mevn-stack', 'shopping-site', 'startup-applications', 'startup-code', 'startup-resources', 'startup-template', 'startups']",E-commerce
523215875,openship+openshiporg,openshiporg,1047,2022-08-10T05:43:01Z,2024-11-17T17:28:35Z,2648,1047,1,JavaScript,76,multi-channel fulfillment at scale,"['3pl', 'e-commerce', 'fulfillment', 'marketplace-api', 'netlify', 'nextjs', 'oms', 'order-management', 'order-management-system', 'shopify', 'vercel', 'warehouse', 'warehouse-management-system']",E-commerce
39696902,flatmarket+christophercliff,christophercliff,1003,2015-07-25T18:06:30Z,2024-11-19T00:07:21Z,2069,1003,10,JavaScript,126,"A free, open source e-commerce platform for static websites.",[],E-commerce
85781048,bibi+seasonstar,seasonstar,972,2017-03-22T03:30:54Z,2024-11-15T03:59:02Z,4682,972,4,JavaScript,305,An Cross-Border E-Commerce Fullstack Solution for Flask 跨境电商独立站全栈解决方案,"['angular', 'celery', 'flask', 'mongodb', 'python3', 'redis']",E-commerce
449591630,project_professional_portfolio+adrianhajdin,adrianhajdin,2068,2022-01-19T07:32:48Z,2024-11-20T07:07:58Z,6471,2068,40,JavaScript,497,"This is a code repository for the corresponding YouTube video. In this tutorial we are going to build and deploy a real time chat application. Covered topics: React.js, SCSS, Framer Motion, Sanity","['framer-motion', 'reactjs', 'sanity-io']",Portfolio
538373370,developer-portfolio+said7388,said7388,1523,2022-09-19T07:00:51Z,2024-11-19T18:14:41Z,21567,1523,2,JavaScript,678,Software Developer Portfolio Website built with next.js and tailwind CSS that helps you showcase your work and skills as a software developer.,"['developer-portfolio', 'next-portfolio', 'personal-portfolio', 'personal-website', 'portfolio', 'portfolio-site', 'portfolio-template', 'portfolio-website', 'react', 'react-portfolio', 'resume', 'software-developer-portfolio']",Portfolio
192856899,react-portfolio-template+chetanverma16,chetanverma16,1399,2019-06-20T05:51:10Z,2024-11-20T05:18:29Z,455,1399,12,JavaScript,600,Modern React Portfolio Template (FREE),"['animations', 'modern', 'netlify', 'nextjs', 'nextjs-starter', 'portfolio', 'portfolio-site', 'portfolio-website', 'portfoliotemplate', 'react', 'react-portfolio-template', 'react-template', 'tailwind', 'tailwindcss', 'tamplate']",Portfolio
188564115,home+hashirshoaeb,hashirshoaeb,1349,2019-05-25T12:33:54Z,2024-11-20T04:22:32Z,40434,1349,3,JavaScript,1628,The personal website/portfolio template by Hashir Shoaib. Built using React and Bootstrap.,"['bootstrap-4', 'personal-site', 'personal-website', 'portfolio', 'portfolio-page', 'portfolio-site', 'portfolio-template', 'portfolio-website', 'reactjs', 'resume-website', 'template', 'typist']",Portfolio
700863877,3D_portfolio+adrianhajdin,adrianhajdin,1102,2023-10-05T12:54:51Z,2024-11-19T22:10:08Z,35683,1102,17,JavaScript,233,"Let's build a cool 3D website together! You'll learn how to make a portfolio with fun interactive parts, like a floating island and a fox that moves when you type. It'll allow you to show off your skills and get a job!","['react', 'reactthreefiber', 'tailwindcss', 'threejs']",Portfolio
6813862,ovilia.github.io+Ovilia,Ovilia,1046,2012-11-22T13:58:34Z,2024-11-18T12:28:08Z,17881,1046,20,JavaScript,183,Ovilia's personal site,"['personal-website', 'portfolio']",Portfolio
279002648,awesome-README-templates+elangosundar,elangosundar,1028,2020-07-12T06:03:19Z,2024-11-20T07:49:14Z,1900,1028,32,JavaScript,603,A collection of awesome readme templates to display on your github profile.,"['awesome', 'awesome-list', 'awesome-readme', 'awesome-readme-template', 'github', 'github-profile', 'github-profile-readme', 'portfolio', 'profile-readme', 'readme', 'readme-quality', 'readme-standard', 'readme-template']",Portfolio
82404241,photography+rampatra,rampatra,975,2017-02-18T17:38:02Z,2024-11-19T16:40:31Z,359391,975,45,JavaScript,1015,A free online portfolio website to showcase your photos.,"['jekyll', 'jekyll-site', 'jekyll-template', 'jekyll-theme', 'jekyll-website', 'photographer', 'photographer-theme', 'photography', 'photography-portfolio', 'photography-site', 'photography-template', 'photography-theme', 'portfolio-website', 'website-template']",Portfolio
362033065,vscode-portfolio+itsnitinr,itsnitinr,974,2021-04-27T08:12:35Z,2024-11-19T21:11:11Z,170,974,4,JavaScript,231,A VSCode themed developer portfolio built using Next.js,"['hacktoberfest', 'nextjs', 'portfolio', 'portfolio-site', 'portfolio-website']",Portfolio
79485650,accessible-autocomplete+alphagov,alphagov,918,2017-01-19T19:11:34Z,2024-11-19T03:02:05Z,6775,918,158,JavaScript,149,"An autocomplete component, built to be accessible.","['accessibility', 'autocomplete', 'design-system', 'govuk-design-system-team', 'javascript', 'portfolio', 'typeahead']",Portfolio
70107786,next.js+vercel,vercel,127129,2016-10-05T23:32:51Z,2024-11-20T08:39:11Z,2110873,127129,3527,JavaScript,27014,The React Framework,"['blog', 'browser', 'compiler', 'components', 'hybrid', 'nextjs', 'node', 'react', 'server-rendering', 'ssg', 'static', 'static-site-generator', 'universal', 'vercel']",Blog
36040894,gatsby+gatsbyjs,gatsbyjs,55264,2015-05-21T22:43:05Z,2024-11-20T08:10:59Z,1146464,55264,389,JavaScript,10311,"The best React-based framework with performance, scalability and security built in.","['blog', 'compiler', 'gatsby', 'graphql', 'react', 'static-site-generator', 'web-app']",Blog
10309334,N-blog+nswbmw,nswbmw,15420,2013-05-27T06:46:58Z,2024-11-19T11:32:46Z,10727,15420,27,JavaScript,4639,《一起学 Node.js》,"['blog', 'course', 'express', 'javascript', 'mongodb', 'mongolass', 'nodejs', 'tutorial']",Blog
137582912,Blog+ljianshu,ljianshu,7906,2018-06-16T13:32:16Z,2024-11-20T07:46:07Z,4075,7906,88,JavaScript,1187,关注基础知识，打造优质前端博客，公众号[前端工匠]的作者,"['ajax', 'css', 'javascript', 'vue']",Blog
410480975,NotionNext+tangly1024,tangly1024,7905,2021-09-26T07:23:22Z,2024-11-20T07:25:34Z,53936,7905,250,JavaScript,10864,"使用 NextJS + Notion API 实现的，支持多种部署方案的静态博客，无需服务器、零门槛搭建网站，为Notion和所有创作者设计。 (A static blog built with NextJS and Notion API, supporting multiple deployment options. No server required, zero threshold to set up a website. Designed for Notion and all creators.)","['blog', 'nextjs', 'notion', 'react', 'tailwindcss', 'vercel', 'zeabur']",Blog
48953775,52-technologies-in-2016+shekhargulati,shekhargulati,7208,2016-01-03T17:06:03Z,2024-11-15T18:03:09Z,64899,7208,50,JavaScript,597,Let's learn a new technology every week. A new technology blog every Sunday in 2016.,"['awesome', 'awesome-list', 'blog', 'learning', 'tutorial']",Blog
159876616,overreacted.io+gaearon,gaearon,7064,2018-11-30T20:44:08Z,2024-11-19T19:18:07Z,24174,7064,19,JavaScript,1705,Personal blog by Dan Abramov.,[],Blog
185236319,gitfolio+imfunniee,imfunniee,6459,2019-05-06T16:50:05Z,2024-11-20T05:08:06Z,333,6459,0,JavaScript,684,:octocat: personal website + blog  for every github user,"['awesome', 'blog', 'github', 'node', 'personal-website', 'showcase', 'theme']",Blog
625187946,ChatALL+ai-shifu,ai-shifu,15255,2023-04-08T10:34:30Z,2024-11-20T07:26:34Z,95984,15255,223,JavaScript,1642," Concurrently chat with ChatGPT, Bing Chat, Bard, Alpaca, Vicuna, Claude, ChatGLM, MOSS, 讯飞星火, 文心一言 and more, discover the best answers","['bingchat', 'chatbot', 'chatgpt', 'desktop-app', 'electron', 'electron-app', 'generative-ai', 'gpt-4o', 'hacktoberfest', 'linux', 'macos', 'vuejs3', 'vuetify3', 'windows']",Chatbot
38216778,node-telegram-bot-api+yagop,yagop,8463,2015-06-28T22:35:33Z,2024-11-20T05:45:09Z,2301,8463,113,JavaScript,1536,Telegram Bot API for NodeJS,"['api', 'bot', 'bot-framework', 'chatbot', 'nodejs', 'telegram']",Chatbot
142908872,nlp.js+axa-group,axa-group,6288,2018-07-30T17:46:04Z,2024-11-20T04:01:15Z,32786,6288,114,JavaScript,621,"An NLP library for building bots, with entity extraction, sentiment analysis, automatic language identify, and so more","['bot', 'bots', 'chatbot', 'classifier', 'conversational-ai', 'entity-extraction', 'hacktoberfest', 'javascript', 'natural-language-processing', 'nlp', 'nlu', 'nodejs', 'sentiment-analysis']",Chatbot
270530850,venom+orkestral,orkestral,6136,2020-06-08T04:41:41Z,2024-11-19T12:44:53Z,16310,6136,51,JavaScript,1211,"Venom is a high-performance system developed with JavaScript to create a bot for WhatsApp, support for creating any interaction, such as customer service, media sending, sentence recognition based on artificial intelligence and all types of design architecture for WhatsApp.","['ai', 'ai-bot', 'bot', 'bot-javascript', 'bot-typescript', 'chat', 'chatbot', 'framework', 'message', 'puppeteer', 'sulla', 'venom', 'whatsapp', 'whatsapp-api', 'whatsapp-bot', 'zap-api', 'zap-bot']",Chatbot
647344097,OpenChat+openchatai,openchatai,5196,2023-05-30T15:17:19Z,2024-11-18T18:09:10Z,31927,5196,37,JavaScript,640,LLMs custom-chatbots console ⚡,[],Chatbot
609073815,ChatGPTAPIFree+ayaka14732,ayaka14732,3304,2023-03-03T10:18:40Z,2024-11-19T04:33:57Z,77,3304,8,JavaScript,775,A simple and open-source proxy API that allows you to access OpenAI's ChatGPT API for free!,"['api', 'chatbot', 'chatgpt', 'free']",Chatbot
645381450,EmbedAI+SamurAIGPT,SamurAIGPT,2791,2023-05-25T14:21:12Z,2024-11-19T23:06:49Z,99,2791,41,JavaScript,301,"An app to interact privately with your documents using the power of GPT, 100% privately, no data leaks","['chatbot', 'chatgpt', 'embedai', 'embeddings', 'generative', 'gpt', 'gpt4', 'gpt4all', 'langchain', 'models', 'openai', 'privategpt', 'vectorstore', 'whisper']",Chatbot
146856200,cskefu+cskefu,cskefu,2719,2018-08-31T07:15:45Z,2024-11-20T05:35:40Z,37476,2719,229,JavaScript,908,🌲 春松客服，开源客服系统,"['chatbot', 'contact-center', 'customer-support', 'java', 'multi-channel', 'omni-channel', 'osgi', 'springboot']",Chatbot
614250126,chatgpt.js+KudoAI,KudoAI,1918,2023-03-15T07:53:55Z,2024-11-19T20:35:35Z,710627,1918,3,JavaScript,143,"🤖 A powerful, open source client-side JavaScript library for ChatGPT","['ai', 'artificial-intelligence', 'bot', 'chat', 'chatbot', 'chatgpt', 'clientside', 'conversational-ai', 'conversational-bots', 'frontend', 'gpt', 'gpt-3', 'gpt-4', 'javascript', 'kudoai', 'library', 'machine-learning', 'ml', 'nlp', 'openai']",Chatbot
60166854,claudia-bot-builder+claudiajs,claudiajs,1842,2016-06-01T10:13:33Z,2024-11-10T05:52:43Z,558,1842,13,JavaScript,255,"Create chat bots for Facebook Messenger, Slack, Amazon Alexa, Skype, Telegram, Viber, Line, GroupMe, Kik and Twilio and deploy to AWS Lambda in minutes","['alexa', 'aws-lambda', 'chatbot', 'claudiajs', 'facebook-messenger', 'line', 'skype', 'slack', 'telegram', 'twilio', 'viber']",Chatbot
601336741,SocialEcho+nz-m,nz-m,2150,2023-02-13T21:15:59Z,2024-11-19T19:23:28Z,19907,2150,15,JavaScript,511,Social networking platform with automated content moderation and context-based authentication system,"['authentication', 'azure-blob-storage', 'azure-storage', 'bart-large-mnli', 'express', 'huggingface-transformers', 'jwt-authentication', 'mern-project', 'mern-stack', 'mongodb', 'mongoose', 'nodejs', 'react', 'redux', 'social-media']",Social Network
183677633,devconnector_2.0+bradtraversy,bradtraversy,1915,2019-04-26T18:37:19Z,2024-11-10T22:16:15Z,1946,1915,8,JavaScript,1260,"Social network for developers, built on the MERN stack",[],Social Network
25894747,ssb-server+ssbc,ssbc,1686,2014-10-28T23:23:16Z,2024-11-13T05:44:56Z,3067,1686,40,JavaScript,164,The gossip and replication server for Secure Scuttlebutt - a distributed social network,"['gossip', 'javascript', 'scuttlebot', 'scuttlebutt']",Social Network
71474933,vue-social-sharing+nicolasbeauvais,nicolasbeauvais,1394,2016-10-20T15:06:25Z,2024-11-05T08:42:02Z,5326,1394,17,JavaScript,197,"A renderless Vue.js component for sharing links to social networks, compatible with SSR","['hacktoberfest', 'nuxtjs', 'renderless-components', 'social', 'social-network', 'social-networks', 'social-shares', 'ssr', 'vue', 'vue-component', 'vue-components', 'vuejs', 'vuejs-components', 'vuejs2']",Social Network
5011210,SocialCount+filamentgroup,filamentgroup,1356,2012-07-12T22:25:34Z,2024-10-31T10:04:40Z,838,1356,0,JavaScript,118,Unmaintained (see the README): Simple barebones project to show share counts from various social networks.,"['facebook', 'third-party-javascript', 'twitter', 'widget']",Social Network
130118224,unavatar+microlinkhq,microlinkhq,1235,2018-04-18T20:28:06Z,2024-11-19T05:03:25Z,901,1235,4,JavaScript,69,"Get unified user avatar from social networks, including Instagram, SoundCloud, Telegram, Twitter, YouTube & more.","['avatar', 'avatar-placeholder', 'avatar-service', 'microservice']",Social Network
48773071,dwitter+lionleaf,lionleaf,771,2015-12-30T00:24:39Z,2024-11-17T11:40:21Z,2288,771,61,JavaScript,67,Social network for short js demos,"['codegolfing', 'demos', 'demoscene', 'django', 'dwitter', 'golfing', 'hacktoberfest', 'javascript', 'social']",Social Network
244725876,social-network+misa-j,misa-j,626,2020-03-03T19:40:36Z,2024-11-14T01:26:11Z,10890,626,39,JavaScript,136,Mini social network that I made as my first web app project.,"['express', 'javascript', 'mern-stack', 'mongodb', 'nodejs', 'notifications', 'react', 'realtime', 'redux', 'social-network', 'socket-io']",Social Network
10999165,bull+OptimalBits,OptimalBits,15578,2013-06-27T14:35:35Z,2024-11-19T21:56:12Z,3978,15578,155,JavaScript,1433,Premium Queue package for handling distributed jobs and messages in NodeJS.,"['job', 'job-queue', 'message', 'message-queue', 'nodejs', 'priority', 'queue', 'rate-limiter', 'scheduler']",Messaging
924551,rabbitmq-server+rabbitmq,rabbitmq,12303,2010-09-20T10:29:16Z,2024-11-20T02:40:37Z,209250,12303,269,JavaScript,3914,Open source RabbitMQ: core server and tier 1 (built-in) plugins,"['amqp', 'amqp-0-9-1', 'amqp1-0', 'message-broker', 'messaging', 'mqtt', 'rabbitmq', 'stomp', 'streaming', 'streams']",Messaging
3289628,noty+needim,needim,6681,2012-01-28T09:15:14Z,2024-11-16T09:12:13Z,6802,6681,51,JavaScript,1040,⛔️ DEPRECATED - Dependency-free notification library that makes it easy to create alert - success - error - warning - information - confirmation messages as an alternative the standard alert dialog.,"['archived', 'depracated', 'javascript', 'library', 'notifications', 'obsolete', 'push']",Messaging
56087776,community-edition+ramboxapp,ramboxapp,6359,2016-04-12T18:27:27Z,2024-11-20T03:28:24Z,25463,6359,259,JavaScript,793,Free and Open Source messaging and emailing app that combines common web applications into one.,"['custom-services', 'discord', 'email', 'facebook-workplace', 'gmail', 'hangouts', 'hipchat', 'icloud', 'inbox', 'linux', 'macos', 'messenger', 'microsoft-teams', 'outlook', 'skype', 'slack', 'telegram', 'tweetdeck', 'whatsapp', 'windows']",Messaging
610217037,opencommit+di-sukharev,di-sukharev,6157,2023-03-06T10:30:51Z,2024-11-19T23:40:20Z,10827,6157,153,JavaScript,330,just a GPT wrapper for git — generate commit messages with AI in 1 sec 🤯🔫,"['ai', 'ai-commit', 'ai-commits', 'artificial-intelligence', 'chatgpt', 'git', 'gpt', 'productivity']",Messaging
203504244,undiscord+victornpb,victornpb,5427,2019-08-21T04:10:31Z,2024-11-19T21:57:40Z,1098,5427,79,JavaScript,725,Undiscord - Delete all messages in a Discord server / channel or DM (Easy and fast) Bulk delete,"['browser-extension', 'bulk-operation', 'delete-multiple', 'discord', 'discord-channel', 'discordapp', 'greasemonkey', 'greasymonkey-userscript', 'tampermonkey', 'userscript']",Messaging
220163,faye+faye,faye,4392,2009-06-06T10:37:03Z,2024-11-17T20:07:05Z,3038,4392,25,JavaScript,365,Simple pub/sub messaging for the web,[],Messaging
24910542,end-to-end+google,google,4127,2014-10-07T20:39:09Z,2024-11-12T07:56:13Z,8260,4127,20,JavaScript,298,"End-To-End is a crypto library to encrypt, decrypt, digital sign, and verify signed messages (implementing OpenPGP)","['cryptography', 'javascript', 'openpgp', 'otr']",Messaging
9603889,NodeBB+NodeBB,NodeBB,14235,2013-04-22T16:49:40Z,2024-11-19T15:16:49Z,92349,14235,180,JavaScript,2799,Node.js based forum software built for the modern web,"['community', 'forum', 'javascript', 'mongodb', 'node', 'nodebb', 'nodejs', 'postgresql', 'redis', 'socket-io', 'websockets']",Forum
7304609,jsgen+zensh,zensh,1556,2012-12-24T08:42:21Z,2024-11-06T20:43:32Z,5813,1556,26,JavaScript,513,"[DEPRECATED]JsGen is a next generation，free, open source web software that you can generate a powerful website, such as blog, forum, etc. It is coded by pure JavaScript, based on Node.js, AngularJS, MongoDB.",[],Forum
85097886,Lets-Build-a-Forum-in-Laravel+laracasts,laracasts,915,2017-03-15T16:49:25Z,2024-10-24T05:34:44Z,3342,915,34,JavaScript,309,http://laracasts.com/series/lets-build-a-forum-with-laravel,[],Forum
76331310,ReForum+proshoumma,proshoumma,754,2016-12-13T06:49:36Z,2024-10-15T17:34:36Z,971,754,0,JavaScript,176,"A minimal forum board application. Built on top of React-Redux frontend, ExpressJS-NodeJS backend (with PassportJS for OAuth) and MongoDB databse.","['expressjs', 'mongodb-database', 'passportjs', 'reactjs', 'redux']",Forum
22569335,ourjs+newghost,newghost,739,2014-08-03T06:19:48Z,2024-10-24T03:55:38Z,8003,739,2,JavaScript,180,"Free Blog Engine, Forum System, Website Template and CMS Platform based on Node.JS and Redis",[],Forum
11924438,candy+guo-yu,guo-yu,568,2013-08-06T13:17:51Z,2024-11-19T08:23:20Z,1926,568,16,JavaScript,103,a tiny and cute social forum based on duoshuo.com,[],Forum
20479289,mvcforum+YodasMyDad,YodasMyDad,552,2014-06-04T10:33:16Z,2024-10-22T07:23:00Z,113148,552,43,JavaScript,404,MVCForum is a fully featured responsive and themeable ASP.NET MVC 5 discussion board/forum and features similar to StackOverFlow,[],Forum
397420832,master-of-forums+master-of-forums,master-of-forums,336,2021-08-17T23:59:00Z,2024-11-18T05:44:42Z,161,336,3,JavaScript,45,论坛网站页面美化、广告移除、功能增强。美轮美奂的视觉享受，安然恬静的论坛时光……,[],Forum
270722949,lucide+lucide-icons,lucide-icons,11347,2020-06-08T15:36:21Z,2024-11-20T07:42:06Z,13205,11347,243,JavaScript,521,Beautiful & consistent icon toolkit made by the community. Open-source project and a fork of Feather Icons.,"['feather-icons', 'figma', 'icons', 'react', 'svg', 'svg-icons', 'svgs', 'ui-components', 'ui-design', 'vue']",Community
62260083,spectrum+withspectrum,withspectrum,10841,2016-06-29T21:47:22Z,2024-11-13T06:25:27Z,53936,10841,288,JavaScript,1222,"Simple, powerful online communities.","['expo', 'flowtype', 'graphql', 'nodejs', 'react', 'reactjs', 'rethinkdb', 'styled-components']",Community
